FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106301155,COLLEGE HOSPITAL COSTA MESA,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1016,Investor - Corp.,Comparable,,949-642-2734,301 VICTORIA STREET,COSTA MESA,92627,SUSAN TAYLOR,122 ,122 ,115 ,49 ,40 ,647 ,73 ,34 ,0 ,0 ,211 ,0 ,1 ,"1,055 ",0 ,484 ,188 ,"8,164 ",246 ,421 ,0 ,0 ,821 ,0 ,3 ,"10,327 ",0 ,"3,268 ",218 ,0 ,123 ,0 ,0 ,0 ,990 ,0 ,19 ,"4,618 ","1,159,047 ","341,556 ","18,764,143 ","583,292 ","1,021,626 ",0 ,0 ,"2,026,578 ",0 ,"7,386 ","23,903,628 ","1,433,959 ","163,207 ",0 ,"52,601 ",0 ,0 ,0 ,"865,642 ",0 ,"40,958 ","2,556,367 ","69,898 ","1,382,586 ","309,550 ","10,911,993 ","395,025 ","(1,968,131)","699,535 ",0 ,0 ,"1,704,220 ",0 ,"103,476 ",0 ,0 ,0 ,"42,762 ","13,650,914 ",0 ,0 ,0 ,0 ,0 ,"1,147,724 ","188,721 ","9,730,135 ","228,052 ","322,090 ",0 ,0 ,"1,176,276 ",0 ,"16,083 ","12,809,081 ","247,081 ","15,983,310 ","467,164 ",0 ,0 ,0 ,0 ,0 ,"108,069 ","3,200,757 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,491,827 ","1,983,563 ",0 
106190587,COLLEGE MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0933,Investor - Corp.,Comparable,,562-997-2500,2776 PACIFIC AVENUE,LONG BEACH,90806,JOE AVELINO,221 ,221 ,221 ,264 ,139 ,"1,603 ",268 ,0 ,0 ,60 ,0 ,8 ,18 ,"2,360 ",0 ,"1,637 ",830 ,"12,452 ","1,263 ",0 ,0 ,328 ,0 ,55 ,194 ,"16,759 ",0 ,504 ,270 ,257 ,"1,135 ",0 ,0 ,289 ,0 ,51 ,505 ,"3,011 ","11,948,682 ","7,194,633 ","31,420,715 ","10,072,706 ",0 ,0 ,"2,647,936 ",0 ,"119,032 ","320,197 ","63,723,901 ","3,895,952 ","759,015 ","1,059,340 ","4,932,096 ",0 ,0 ,"1,359,769 ",0 ,"141,633 ","2,093,054 ","14,240,859 ","2,002,272 ","13,425,146 ","6,568,505 ","20,986,143 ","13,159,681 ","(3,261,000)",0 ,0 ,"2,714,039 ",0 ,0 ,"260,665 ",0 ,0 ,0 ,0 ,"55,855,451 ",0 ,0 ,0 ,0 ,0 ,"2,419,488 ","1,385,143 ","14,754,912 ","1,845,121 ",0 ,0 ,"1,293,666 ",0 ,0 ,"410,979 ","22,109,309 ","60,725 ","23,485,939 ",0 ,0 ,0 ,0 ,0 ,0 ,"174,141 ","7,519,115 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106361458,COLORADO RIVER MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,San Bernardino,12 - Inland Counties,1215,Investor - Corp.,Comparable,Rural,760-326-7267,1401 BAILEY AVENUE,NEEDLES,92363,STEVE LOPEEZ,25 ,25 ,10 ,48 ,0 ,52 ,0 ,0 ,0 ,12 ,4 ,0 ,5 ,121 ,0 ,156 ,0 ,155 ,0 ,0 ,0 ,31 ,7 ,0 ,5 ,354 ,0 ,601 ,0 ,672 ,0 ,0 ,0 ,144 ,116 ,0 ,105 ,"1,638 ","754,283 ",0 ,"752,287 ",0 ,0 ,0 ,"152,858 ","36,449 ",0 ,"25,654 ","1,721,531 ","2,291,273 ",0 ,"2,565,476 ",0 ,0 ,0 ,"518,504 ","441,462 ",0 ,"399,904 ","6,216,619 ","272,406 ","1,650,781 ",0 ,"2,760,301 ",0 ,0 ,0 ,0 ,"241,574 ","168,363 ",0 ,0 ,0 ,0 ,0 ,"404,280 ","5,497,705 ",0 ,0 ,0 ,0 ,0 ,"1,122,368 ",0 ,"557,462 ",0 ,0 ,0 ,"429,788 ","309,549 ",0 ,"21,278 ","2,440,445 ","60,140 ","2,458,311 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,638,297 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106060870,COLUSA MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Colusa,01 - Northern California,0225,Non Profit Corp.,Comparable,Rural,530-458-5821,199 E WEBSTER STREET,COLUSA,95932,MARIA ZAMORA,48 ,48 ,48 ,107 ,0 ,30 ,0 ,0 ,0 ,25 ,0 ,0 ,8 ,170 ,0 ,645 ,0 ,215 ,0 ,0 ,0 ,235 ,0 ,0 ,46 ,"1,141 ",0 ,"4,125 ",0 ,"4,236 ",0 ,0 ,0 ,"2,035 ",0 ,0 ,658 ,"11,054 ","2,916,203 ",0 ,"1,805,469 ",0 ,0 ,0 ,"941,795 ",0 ,0 ,"132,449 ","5,795,916 ","2,308,436 ",0 ,"1,635,389 ",0 ,0 ,0 ,"1,163,074 ",0 ,0 ,"797,031 ","5,903,930 ","150,000 ","3,807,561 ",0 ,"2,803,962 ",0 ,0 ,0 ,0 ,"1,180,177 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,941,700 ",0 ,0 ,0 ,0 ,0 ,"1,417,078 ",0 ,"636,895 ",0 ,0 ,0 ,"924,692 ",0 ,0 ,"779,481 ","3,758,146 ","16,194 ","4,558,135 ",0 ,0 ,0 ,0 ,0 ,0 ,"90,000 ","1,598,861 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0923,Investor - Corp.,Comparable,,310-532-4200,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,ARACELI LONERGAN,81 ,81 ,81 ,183 ,123 ,269 ,290 ,0 ,0 ,15 ,24 ,0 ,0 ,904 ,0 ,775 ,478 ,"1,017 ","1,201 ",0 ,0 ,44 ,88 ,0 ,0 ,"3,603 ",0 ,497 ,556 ,"2,942 ","5,844 ",0 ,0 ,226 ,253 ,48 ,987 ,"11,353 ","13,334,120 ","7,780,571 ","14,948,479 ","19,133,205 ",0 ,0 ,"671,017 ","1,824,597 ",0 ,0 ,"57,691,989 ","3,264,267 ","3,763,145 ","13,021,222 ","20,760,863 ",0 ,0 ,"1,271,593 ","1,044,177 ","332,443 ","3,069,571 ","46,527,281 ","2,320,668 ","13,888,215 ","10,436,293 ","25,216,086 ","37,746,764 ","(890,552)",0 ,0 ,"1,520,312 ","2,511,286 ",0 ,"322,574 ",0 ,0 ,0 ,"321,814 ","93,393,460 ",0 ,0 ,0 ,0 ,0 ,"2,710,172 ","1,107,423 ","3,644,167 ","2,147,304 ",0 ,0 ,"422,298 ","357,488 ","9,869 ","427,089 ","10,825,810 ",0 ,"11,221,673 ",0 ,0 ,0 ,0 ,0 ,0 ,"195,525 ","2,350,999 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,20191,01/01/2019,03/31/2019,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Comparable,,909-887-6333,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,JUNE COLLISON,347 ,347 ,286 ,282 ,263 ,"1,407 ","1,079 ",0 ,0 ,28 ,209 ,1 ,90 ,"3,359 ",0 ,"1,518 ","1,276 ","11,246 ","6,421 ",0 ,0 ,103 ,720 ,6 ,"2,092 ","23,382 ",0 ,"2,112 ","3,144 ","5,957 ","22,787 ",0 ,0 ,546 ,"2,447 ",717 ,"2,486 ","40,196 ","15,847,047 ","14,991,040 ","89,501,311 ","66,649,312 ",0 ,0 ,"896,565 ","8,181,279 ","324,828 ","18,280,592 ","214,671,974 ","4,707,753 ","6,448,333 ","11,413,276 ","45,585,799 ",0 ,0 ,"1,338,690 ","5,673,749 ","1,363,722 ","1,814,651 ","78,345,973 ","3,386,526 ","17,040,188 ","17,226,959 ","73,956,358 ","85,687,739 ","(4,364,712)",0 ,0 ,"1,633,491 ","9,381,113 ",0 ,"2,294,921 ",0 ,0 ,0 ,"17,679,151 ","223,921,734 ",0 ,0 ,0 ,0 ,0 ,"3,326,886 ","3,895,801 ","27,807,572 ","28,175,308 ",0 ,0 ,"388,168 ","3,661,659 ",0 ,"1,840,819 ","69,096,213 ","409,487 ","69,852,650 ",0 ,"(450,077)",0 ,0 ,0 ,0 ,"260,353 ","37,361,084 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,20191,01/01/2019,03/31/2019,Open,Monterey,08 - Mid-Coast,0707,Non Profit Corp.,Comparable,,831-624-5311,23625 W. R. HOLMAN HIGHWAY,MONTEREY,93940,STEVEN PACKER,286 ,248 ,248 ,"1,720 ",181 ,588 ,0 ,0 ,0 ,251 ,750 ,0 ,46 ,"3,536 ",0 ,"10,195 ",923 ,"2,464 ",0 ,0 ,0 ,"1,409 ","3,048 ",0 ,130 ,"18,169 ",0 ,"43,626 ","4,208 ","12,271 ",0 ,0 ,0 ,"3,575 ","26,961 ",0 ,"2,464 ","93,105 ","197,197,826 ","19,811,272 ","45,225,547 ",0 ,0 ,0 ,"27,081,677 ","62,500,262 ",0 ,"1,635,468 ","353,452,052 ","81,040,905 ","9,038,816 ","30,008,764 ",0 ,0 ,0 ,"9,894,214 ","46,742,583 ",0 ,"5,488,827 ","182,214,109 ","2,942,101 ","237,077,829 ","25,129,754 ","64,700,039 ",0 ,0 ,0 ,0 ,"29,340,644 ","15,867,431 ",0 ,"2,399,783 ",0 ,0 ,0 ,"3,489,127 ","380,946,708 ","820,774 ",0 ,0 ,0 ,"820,774 ","41,134,423 ","4,541,108 ","8,116,836 ",0 ,0 ,0 ,"7,111,878 ","90,138,983 ",0 ,"4,496,999 ","155,540,227 ","6,853,736 ","139,088,515 ",0 ,"(1,877,830)",0 ,0 ,0 ,"139,088,515 ","4,104,088 ","301,851,250 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106560473,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,20191,01/01/2019,03/31/2019,Open,Ventura,10 - Santa Barbara/Ventura,0809,Non Profit Corp.,Comparable,,805-652-5001,147 N. BRENT STREET,VENTURA,93003,GARY WILDE,250 ,250 ,159 ,790 ,675 ,158 ,543 ,0 ,0 ,76 ,"1,015 ",7 ,14 ,"3,278 ",0 ,"3,987 ","3,182 ",652 ,"2,381 ",0 ,0 ,286 ,"3,716 ",13 ,36 ,"14,253 ",0 ,"24,515 ","9,949 ","7,080 ","33,922 ",0 ,0 ,"7,236 ","32,544 ",184 ,"1,338 ","116,768 ","57,591,915 ","43,820,760 ","6,534,767 ","27,381,729 ",0 ,0 ,"4,821,233 ","53,630,527 ","497,832 ","350,484 ","194,629,247 ","49,902,505 ","33,592,182 ","4,459,385 ","37,272,738 ",0 ,0 ,"6,790,490 ","72,486,786 ","297,324 ","1,947,736 ","206,749,146 ",0 ,"78,199,277 ","59,105,295 ","610,941 ","56,232,465 ",0 ,0 ,0 ,"9,095,743 ","84,872,381 ",0 ,"1,027,039 ",0 ,0 ,0 ,"1,666,802 ","290,809,943 ",0 ,"1,075,322 ",0 ,0 ,"1,075,322 ","29,205,237 ","18,241,892 ","10,373,764 ","9,445,043 ",0 ,0 ,"2,506,396 ","41,138,544 ",0 ,"732,896 ","111,643,772 ","1,471,821 ","116,200,183 ",0 ,"9,861,701 ",0 ,0 ,0 ,0 ,"1,538,184 ","543,995,078 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,20191,01/01/2019,03/31/2019,Open,Fresno,09 - Central,0605,Non Profit Corp.,Comparable,Teaching,559-459-6000,2823 FRESNO STREET,FRESNO,93721,TIM A JOSLIN,921 ,921 ,764 ,"2,232 ",792 ,"1,700 ","3,020 ",0 ,0 ,56 ,"1,375 ",175 ,0 ,"9,350 ",86 ,"17,010 ","5,929 ","18,716 ","17,749 ",0 ,0 ,347 ,"8,566 ",311 ,0 ,"68,628 ","8,936 ","19,748 ","9,936 ","9,506 ","43,917 ",0 ,0 ,"1,085 ","13,321 ","6,389 ",0 ,"103,902 ","229,171,967 ","81,991,935 ","173,632,917 ","237,868,446 ",0 ,0 ,"8,403,983 ","144,151,313 ","3,377,088 ",0 ,"878,597,649 ","114,856,008 ","32,466,250 ","22,381,066 ","113,231,546 ",0 ,0 ,"2,600,100 ","86,366,589 ","8,289,279 ",0 ,"380,190,838 ","12,481,187 ","259,560,821 ","99,813,216 ","72,299,593 ","308,873,634 ","(15,307,494)",0 ,0 ,"7,890,049 ","142,822,735 ",0 ,"5,111,775 ",0 ,0 ,0 ,0 ,"893,545,516 ","6,500,949 ",0 ,0 ,"182,949 ","6,683,898 ","83,488,987 ","20,820,481 ","139,021,884 ","42,226,358 ",0 ,0 ,"2,876,194 ","82,712,806 ","780,159 ",0 ,"371,926,869 ","9,276,969 ","315,815,145 ","31,107,615 ","22,940,024 ",0 ,0 ,0 ,0 ,"29,031,367 ","422,557,812 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Contra Costa,05 - East Bay,0411,City/County,Comparable,,925-370-5000,2500 ALHAMBRA AVENUE,MARTINEZ,94553,PATRICK GODLEY,167 ,167 ,130 ,383 ,1 ,407 ,740 ,50 ,0 ,102 ,35 ,0 ,1 ,"1,719 ",0 ,"4,286 ",90 ,"2,436 ","3,550 ",220 ,0 ,"1,024 ",72 ,0 ,2 ,"11,680 ",0 ,"22,384 ",148 ,"22,443 ","77,002 ","2,364 ",0 ,"3,349 ","8,154 ",0 ,53 ,"135,897 ","30,622,135 ","455,551 ","18,602,606 ","32,962,176 ","2,105,619 ",0 ,"7,352,770 ","1,088,845 ",0 ,"140,855 ","93,330,557 ","20,832,954 ","44,373 ","15,249,152 ","57,271,363 ","4,143,553 ",0 ,"3,954,754 ","7,314,925 ",0 ,"86,340 ","108,897,414 ","54,120 ","37,335,523 ","143,741 ","8,025,961 ","33,101,489 ","(16,933,943)","4,859,783 ",0 ,"7,610,362 ","4,151,174 ",0 ,0 ,0 ,0 ,0 ,0 ,"78,348,210 ",0 ,0 ,0 ,0 ,0 ,"14,119,566 ","356,183 ","42,759,740 ","57,132,050 ","1,389,389 ",0 ,"3,697,163 ","4,252,595 ",0 ,"173,075 ","123,879,761 ","11,240,323 ","154,247,308 ","18,529,729 ","7,319,833 ",0 ,0 ,0 ,0 ,"6,726,818 ","151,737,888 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106331152,CORONA REGIONAL MEDICAL CENTER - MAIN,20191,01/01/2019,03/31/2019,Open,Riverside,12 - Inland Counties,1111,Non Profit Corp.,Comparable,,951-737-4343,800 SOUTH MAIN STREET,CORONA,92882,MARK UFFER,238 ,238 ,158 ,679 ,484 ,323 ,582 ,0 ,0 ,35 ,235 ,11 ,55 ,"2,404 ",0 ,"2,424 ","2,869 ","2,489 ","4,271 ",0 ,0 ,189 ,"1,709 ",30 ,161 ,"14,142 ",0 ,"14,528 ","5,870 ","1,312 ","5,446 ",0 ,0 ,786 ,"4,160 ",133 ,"1,104 ","33,339 ","38,340,557 ","34,735,161 ","22,158,246 ","38,889,283 ",0 ,0 ,"2,844,580 ","20,774,374 ","396,209 ","3,377,974 ","161,516,384 ","17,341,967 ","22,507,212 ","5,320,340 ","34,846,774 ",0 ,0 ,"2,922,267 ","26,144,488 ","318,067 ","7,167,016 ","116,568,131 ","3,917,494 ","44,660,435 ","49,421,588 ","17,563,242 ","65,624,516 ",0 ,0 ,0 ,"3,375,922 ","38,731,405 ",0 ,"714,276 ",0 ,0 ,0 ,"6,427,045 ","230,435,923 ",0 ,0 ,0 ,0 ,0 ,"11,022,089 ","7,820,785 ","9,915,344 ","8,111,541 ",0 ,0 ,"2,390,925 ","8,187,457 ",0 ,"200,451 ","47,648,592 ","84,271 ","48,536,917 ",0 ,"112,713 ",0 ,0 ,0 ,0 ,"551,308 ","90,221,888 ",0 ,38 ,177 ,202 ,"3,038,430 ","1,844,428 ","3,626,689 ",0 ,0 ,"1,256,169 ","3,083,079 ","5,130,762 ",0 
106154160,CRESTWOOD - BAKERSFIELD - PHF,20191,01/01/2019,03/31/2019,Open,Kern,09 - Central,0617,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,"6700 EUCALYPTUS DRIVE, SUITE C",BAKERSFIELD,93306,LORI BLACKBURN,16 ,16 ,16 ,0 ,0 ,0 ,0 ,128 ,0 ,0 ,0 ,0 ,0 ,128 ,0 ,0 ,0 ,0 ,0 ,"1,093 ",0 ,0 ,0 ,0 ,0 ,"1,093 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,007,478 ",0 ,0 ,0 ,0 ,0 ,"1,007,478 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,007,478 ",0 ,0 ,0 ,0 ,0 ,"1,007,478 ","84,461 ","930,050 ","126,150 ",0 ,0 ,0 ,0 ,0 ,"5,799 ","171,519 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106344170,CRESTWOOD - CARMICHAEL - PHF,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,4741 ENGLE ROAD,CARMICHAEL,95608,LORI BLACKBURN,16 ,16 ,16 ,0 ,0 ,0 ,0 ,86 ,0 ,0 ,0 ,0 ,0 ,86 ,0 ,0 ,0 ,0 ,0 ,"1,425 ",0 ,0 ,0 ,0 ,0 ,"1,425 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,190,531 ",0 ,0 ,0 ,0 ,0 ,"1,190,531 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,190,531 ",0 ,0 ,0 ,0 ,0 ,"1,190,531 ","12,703 ","991,204 ","153,000 ",0 ,0 ,0 ,0 ,0 ,"9,196 ","169,469 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106344188,CRESTWOOD - SACRAMENTO - PHF,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,"2600 STOCKTON BOULEVARD, SUITE B",SACRAMENTO,95817,LORI BLACKBURN,16 ,16 ,16 ,0 ,0 ,0 ,0 ,97 ,0 ,0 ,0 ,0 ,0 ,97 ,0 ,0 ,0 ,0 ,0 ,"1,437 ",0 ,0 ,0 ,0 ,0 ,"1,437 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,210,141 ",0 ,0 ,0 ,0 ,0 ,"1,210,141 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,210,141 ",0 ,0 ,0 ,0 ,0 ,"1,210,141 ","2,921 ","1,041,124 ","142,425 ",0 ,0 ,0 ,0 ,0 ,0 ,"121,672 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106434220,CRESTWOOD - SAN JOSE - PHF,20191,01/01/2019,03/31/2019,Open,Santa Clara,07 - Santa Clara,0431,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,1425 FRUITDALE AVENUE,SAN JOSE,95128,LORI BLACKBURN,16 ,16 ,16 ,0 ,0 ,0 ,0 ,53 ,0 ,0 ,0 ,0 ,0 ,53 ,0 ,0 ,0 ,0 ,0 ,787 ,0 ,0 ,0 ,0 ,0 ,787 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"778,343 ",0 ,0 ,0 ,0 ,0 ,"778,343 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"778,343 ",0 ,0 ,0 ,0 ,0 ,"778,343 ","650,961 ","1,141,920 ","153,898 ",0 ,0 ,0 ,0 ,0 ,0 ,"461,924 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106484062,CRESTWOOD - SOLANO - PHF,20191,01/01/2019,03/31/2019,Open,Solano,03 - North Bay,0408,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,2201 TUOLUMNE STREET,VALLEJO,94589,LORI BLACKBURN,16 ,16 ,16 ,0 ,0 ,0 ,0 ,147 ,0 ,0 ,0 ,0 ,0 ,147 ,0 ,0 ,0 ,0 ,0 ,"1,254 ",0 ,0 ,0 ,0 ,0 ,"1,254 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,116,009 ",0 ,0 ,0 ,0 ,0 ,"1,116,009 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,116,009 ",0 ,0 ,0 ,0 ,0 ,"1,116,009 ","171,588 ","1,180,298 ","192,350 ",0 ,0 ,0 ,0 ,0 ,0 ,"123,702 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106390846,DAMERON HOSPITAL ASSOCIATION,20191,01/01/2019,03/31/2019,Open,San Joaquin,06 - North San Joaquin,0507,Non Profit Corp.,Comparable,,209-944-5550,525 WESTREET ACACIA STREET,STOCKTON,95203,LORRAINE AUERBACH,202 ,202 ,44 ,335 ,194 ,81 ,247 ,0 ,0 ,20 ,88 ,1 ,13 ,979 ,0 ,"1,417 ",760 ,344 ,"1,038 ",0 ,0 ,22 ,271 ,4 ,89 ,"3,945 ",0 ,"1,711 ",878 ,945 ,"5,857 ",0 ,0 ,"1,096 ","1,356 ",19 ,947 ,"12,809 ","55,530,536 ","26,558,429 ","8,319,865 ","32,023,174 ",0 ,0 ,"3,372,131 ","12,827,784 ","77,263 ","2,803,949 ","141,513,131 ","29,793,060 ","17,018,763 ","6,329,609 ","36,807,339 ",0 ,0 ,"5,034,550 ","14,312,437 ","273,489 ","7,753,057 ","117,322,304 ","1,995,366 ","76,279,295 ","40,025,869 ","11,807,732 ","63,785,223 ",0 ,0 ,0 ,"7,524,820 ","17,827,702 ",0 ,"350,752 ",0 ,0 ,0 ,"9,148,701 ","228,745,460 ",0 ,0 ,0 ,0 ,0 ,"9,044,302 ","3,551,323 ","2,841,742 ","5,045,289 ",0 ,0 ,"881,861 ","7,317,153 ",0 ,"1,408,305 ","30,089,975 ","737,659 ","39,589,369 ","1,030,797 ","1,544,505 ",0 ,0 ,0 ,0 ,"443,922 ","59,820,140 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
